Age_at_enrollment,Admission_grade,pass_rate_sem1,pass_rate_sem2,finance_risk,drop_score,risk_level,shap_feat,shap_val
18,108.7,0.8333333333333334,1.0,0,0.2959089253418374,No-risk,"[""num__pass_rate_sem2"", ""cat__Mothers_qualification_12"", ""num__Curricular_units_2nd_sem_approved"", ""bin__Scholarship_holder_1"", ""cat__Course_9254""]","[-0.8711820611611606, 0.7307771238254791, -0.469103449825348, -0.35996963060907333, 0.3364076526958035]"
20,138.0,1.0,1.0,0,0.17813577445911455,No-risk,"[""cat__Course_9130"", ""num__pass_rate_sem2"", ""num__Curricular_units_2nd_sem_approved"", ""num__Curricular_units_1st_sem_approved"", ""bin__finance_risk_1""]","[0.9051435145878933, -0.8711820611611606, -0.469103449825348, -0.39115493778445665, -0.30896765785513813]"
22,147.7,1.0,1.0,1,0.3082856362340399,No-risk,"[""bin__finance_risk_1"", ""num__Curricular_units_2nd_sem_approved"", ""num__pass_rate_sem2"", ""num__Curricular_units_2nd_sem_enrolled"", ""cat__Mothers_qualification_12""]","[1.3171779098034833, -1.1982797967041272, -0.8711820611611606, 0.7981987818477726, 0.7307771238254791]"
31,123.0,0.8571428571428571,1.0,0,0.18181150510387625,No-risk,"[""num__pass_rate_sem2"", ""num__Curricular_units_2nd_sem_approved"", ""num__Curricular_units_1st_sem_approved"", ""bin__finance_risk_1"", ""cat__Fathers_qualification_38""]","[-0.8711820611611606, -0.7121622321182745, -0.39115493778445665, -0.30896765785513813, -0.275972859945078]"
19,142.8,1.0,1.0,0,0.1339591873958764,No-risk,"[""num__pass_rate_sem2"", ""cat__Course_9853"", ""num__Curricular_units_2nd_sem_approved"", ""num__Curricular_units_1st_sem_approved"", ""bin__Scholarship_holder_1""]","[-0.8711820611611606, 0.7323010328262937, -0.7121622321182745, -0.6172560578910791, -0.35996963060907333]"
18,138.3,0.0,0.0,0,0.3482633468797887,No-risk,"[""num__Curricular_units_2nd_sem_enrolled"", ""num__pass_rate_sem2"", ""num__Curricular_units_1st_sem_enrolled"", ""num__Curricular_units_2nd_sem_approved"", ""num__Curricular_units_1st_sem_approved""]","[-1.604406247125456, 1.43842794418387, -1.3209484918956278, 0.9892492439322105, 0.9654517828552774]"
18,125.2,1.0,0.8333333333333334,0,0.10100372601015883,No-risk,"[""num__pass_rate_sem2"", ""num__Curricular_units_1st_sem_approved"", ""bin__Scholarship_holder_1"", ""cat__Course_9254"", ""bin__finance_risk_1""]","[-0.4862470602703223, -0.39115493778445665, -0.35996963060907333, 0.3364076526958035, -0.30896765785513813]"
21,141.8,1.0,1.0,0,0.1968014607180875,No-risk,"[""num__pass_rate_sem2"", ""cat__Mothers_qualification_12"", ""bin__finance_risk_1"", ""num__Curricular_units_2nd_sem_enrolled"", ""num__Curricular_units_1st_sem_enrolled""]","[-0.8711820611611606, 0.7307771238254791, -0.30896765785513813, -0.26962567547366234, -0.22925552338684446]"
18,130.6,1.0,1.0,0,0.04745805967899265,No-risk,"[""num__Curricular_units_2nd_sem_approved"", ""num__pass_rate_sem2"", ""num__Curricular_units_1st_sem_approved"", ""num__Curricular_units_2nd_sem_enrolled"", ""cat__Course_9500""]","[-0.9552210144112008, -0.8711820611611606, -0.6172560578910791, 0.5312426675174139, -0.4613765001806311]"
25,130.0,0.0,0.0,1,0.9740210154542258,Red,"[""num__pass_rate_sem2"", ""bin__finance_risk_1"", ""num__Curricular_units_2nd_sem_approved"", ""num__Curricular_units_1st_sem_approved"", ""num__Curricular_units_1st_sem_grade""]","[1.43842794418387, 1.3171779098034833, 0.9892492439322105, 0.9654517828552774, -0.5926392311726058]"
21,100.0,0.0,0.0,1,0.961115586588353,Red,"[""num__pass_rate_sem2"", ""bin__finance_risk_1"", ""cat__Application_mode_15"", ""num__Curricular_units_2nd_sem_approved"", ""num__Curricular_units_1st_sem_approved""]","[1.43842794418387, 1.3171779098034833, -1.0096240087469701, 0.9892492439322105, 0.9654517828552774]"
19,119.0,0.875,0.875,0,0.09952137525951449,No-risk,"[""num__Curricular_units_2nd_sem_approved"", ""num__Curricular_units_1st_sem_approved"", ""num__pass_rate_sem2"", ""num__Curricular_units_2nd_sem_enrolled"", ""cat__Course_9500""]","[-0.7121622321182745, -0.6172560578910791, -0.5824808104930319, 0.5312426675174139, -0.4613765001806311]"
19,124.3,0.8333333333333334,0.8333333333333334,0,0.3009735214310551,No-risk,"[""num__pass_rate_sem2"", ""cat__Course_9773"", ""bin__finance_risk_1"", ""num__Curricular_units_2nd_sem_approved"", ""num__Curricular_units_1st_sem_approved""]","[-0.4862470602703223, 0.4229539019535702, -0.30896765785513813, -0.2260446675324216, -0.16505381767783434]"
22,122.2,0.6666666666666666,0.16666666666666666,0,0.9594177178604516,Red,"[""num__pass_rate_sem2"", ""num__Curricular_units_2nd_sem_approved"", ""cat__Fathers_qualification_34"", ""cat__Mothers_qualification_11"", ""cat__Course_9254""]","[1.0534929432930316, 0.746190461639284, 0.5416264006020014, 0.4790947353233445, 0.3364076526958035]"
19,150.0,1.0,1.0,0,0.049283929001070044,No-risk,"[""cat__Application_mode_15"", ""num__pass_rate_sem2"", ""bin__finance_risk_1"", ""num__Curricular_units_2nd_sem_enrolled"", ""num__Curricular_units_1st_sem_enrolled""]","[-1.0096240087469701, -0.8711820611611606, -0.30896765785513813, -0.26962567547366234, -0.22925552338684446]"
58,135.5,0.0,0.0,0,0.9694367307911946,Red,"[""num__pass_rate_sem2"", ""num__Curricular_units_2nd_sem_approved"", ""num__Curricular_units_1st_sem_approved"", ""num__Age_at_enrollment"", ""cat__Course_8014""]","[1.43842794418387, 0.9892492439322105, 0.9654517828552774, 0.8006596337249554, -0.6734548248977921]"
19,127.3,0.6666666666666666,1.0,0,0.04162723578341016,No-risk,"[""num__pass_rate_sem2"", ""cat__Course_9238"", ""num__Curricular_units_2nd_sem_approved"", ""bin__Scholarship_holder_1"", ""bin__finance_risk_1""]","[-0.8711820611611606, -0.6019999562254851, -0.469103449825348, -0.35996963060907333, -0.30896765785513813]"
23,127.0,0.6666666666666666,1.0,0,0.2259922413361822,No-risk,"[""num__Curricular_units_2nd_sem_approved"", ""num__Curricular_units_2nd_sem_enrolled"", ""num__pass_rate_sem2"", ""num__Curricular_units_1st_sem_enrolled"", ""num__Curricular_units_1st_sem_approved""]","[-1.4413385789970536, 1.0651548961781314, -0.8711820611611606, 0.6440988514201822, -0.39115493778445665]"
19,126.9,0.6666666666666666,0.5,0,0.45967784011802526,Yellow,"[""cat__Course_9773"", ""bin__Scholarship_holder_1"", ""bin__finance_risk_1"", ""num__pass_rate_sem2"", ""num__Curricular_units_2nd_sem_approved""]","[0.4229539019535702, -0.35996963060907333, -0.30896765785513813, 0.28362294151135464, 0.2600728970534313]"
18,127.5,1.0,1.0,0,0.07123804059632541,No-risk,"[""num__Curricular_units_2nd_sem_approved"", ""num__pass_rate_sem2"", ""num__Curricular_units_1st_sem_approved"", ""num__Curricular_units_2nd_sem_enrolled"", ""cat__Course_9500""]","[-0.9552210144112008, -0.8711820611611606, -0.6172560578910791, 0.5312426675174139, -0.4613765001806311]"
20,122.0,1.0,0.8,0,0.1066673270223624,No-risk,"[""num__pass_rate_sem2"", ""bin__finance_risk_1"", ""cat__Mothers_qualification_19"", ""num__Curricular_units_2nd_sem_enrolled"", ""num__Curricular_units_1st_sem_enrolled""]","[-0.40926006009215465, -0.30896765785513813, -0.2762306234738683, -0.26962567547366234, -0.22925552338684446]"
18,115.8,0.0,0.0,1,0.9926854924316317,Red,"[""num__pass_rate_sem2"", ""bin__finance_risk_1"", ""num__Curricular_units_2nd_sem_approved"", ""num__Curricular_units_1st_sem_approved"", ""num__Curricular_units_1st_sem_grade""]","[1.43842794418387, 1.3171779098034833, 0.9892492439322105, 0.9654517828552774, -0.5926392311726058]"
18,121.6,1.0,0.8333333333333334,0,0.21691869239131545,No-risk,"[""num__pass_rate_sem2"", ""num__Curricular_units_1st_sem_approved"", ""bin__finance_risk_1"", ""num__Curricular_units_2nd_sem_approved"", ""cat__Course_9670""]","[-0.4862470602703223, -0.39115493778445665, -0.30896765785513813, -0.2260446675324216, 0.18685737359024376]"
18,116.4,1.0,1.0,1,0.23738589342997707,No-risk,"[""bin__finance_risk_1"", ""num__pass_rate_sem2"", ""bin__Scholarship_holder_1"", ""cat__Mothers_qualification_19"", ""num__Curricular_units_2nd_sem_enrolled""]","[1.3171779098034833, -0.8711820611611606, -0.35996963060907333, -0.2762306234738683, -0.26962567547366234]"
24,120.0,1.0,0.8333333333333334,0,0.35906957837247694,No-risk,"[""cat__Course_9130"", ""num__pass_rate_sem2"", ""num__Curricular_units_1st_sem_approved"", ""bin__finance_risk_1"", ""cat__Fathers_qualification_38""]","[0.9051435145878933, -0.4862470602703223, -0.39115493778445665, -0.30896765785513813, -0.275972859945078]"
18,127.3,0.8333333333333334,0.8333333333333334,0,0.4437017667268643,Yellow,"[""cat__Course_9853"", ""num__pass_rate_sem2"", ""bin__finance_risk_1"", ""num__Curricular_units_2nd_sem_approved"", ""cat__Fathers_qualification_37""]","[0.7323010328262937, -0.4862470602703223, -0.30896765785513813, -0.2260446675324216, -0.21019561689035582]"
19,123.5,1.0,0.6,0,0.12066092472863249,No-risk,"[""bin__Scholarship_holder_1"", ""bin__finance_risk_1"", ""cat__Fathers_qualification_38"", ""num__Curricular_units_2nd_sem_enrolled"", ""num__Curricular_units_2nd_sem_approved""]","[-0.35996963060907333, -0.30896765785513813, -0.275972859945078, -0.26962567547366234, 0.2600728970534313]"
19,125.6,1.0,1.0,0,0.029298045570483412,No-risk,"[""num__pass_rate_sem2"", ""cat__Course_9238"", ""num__Curricular_units_2nd_sem_approved"", ""num__Curricular_units_1st_sem_approved"", ""bin__Scholarship_holder_1""]","[-0.8711820611611606, -0.6019999562254851, -0.469103449825348, -0.39115493778445665, -0.35996963060907333]"
18,118.5,1.0,1.0,0,0.09514454319814612,No-risk,"[""num__pass_rate_sem2"", ""num__Curricular_units_2nd_sem_approved"", ""num__Curricular_units_1st_sem_approved"", ""cat__Course_9254"", ""bin__finance_risk_1""]","[-0.8711820611611606, -0.469103449825348, -0.39115493778445665, 0.3364076526958035, -0.30896765785513813]"
18,129.5,0.8,1.0,0,0.17382220402168533,No-risk,"[""cat__Course_9130"", ""num__pass_rate_sem2"", ""bin__finance_risk_1"", ""cat__Mothers_qualification_19"", ""num__Curricular_units_2nd_sem_enrolled""]","[0.9051435145878933, -0.8711820611611606, -0.30896765785513813, -0.2762306234738683, -0.26962567547366234]"
19,134.6,0.0,0.0,0,0.2599798572790018,No-risk,"[""num__Curricular_units_2nd_sem_enrolled"", ""num__pass_rate_sem2"", ""num__Curricular_units_1st_sem_enrolled"", ""num__Curricular_units_2nd_sem_approved"", ""num__Curricular_units_1st_sem_approved""]","[-1.604406247125456, 1.43842794418387, -1.3209484918956278, 0.9892492439322105, 0.9654517828552774]"
22,140.0,1.0,0.6666666666666666,0,0.11046376042522514,No-risk,"[""cat__Mothers_qualification_4"", ""num__Curricular_units_1st_sem_approved"", ""cat__Application_mode_44"", ""bin__finance_risk_1"", ""cat__Fathers_qualification_4""]","[-1.2296102761534229, -0.39115493778445665, -0.38522250363967914, -0.30896765785513813, 0.27181464925105064]"
19,133.2,0.8333333333333334,0.3333333333333333,0,0.4791941151954009,Yellow,"[""num__pass_rate_sem2"", ""num__Curricular_units_2nd_sem_approved"", ""cat__Mothers_qualification_2"", ""cat__Course_9254"", ""bin__finance_risk_1""]","[0.668557942402193, 0.5031316793463577, -0.4651174152091631, 0.3364076526958035, -0.30896765785513813]"
21,133.5,0.5,0.6666666666666666,0,0.23309714190470476,No-risk,"[""cat__Course_9238"", ""bin__Scholarship_holder_1"", ""bin__finance_risk_1"", ""num__Curricular_units_1st_sem_approved"", ""cat__Fathers_qualification_37""]","[-0.6019999562254851, -0.35996963060907333, -0.30896765785513813, 0.2871484225354103, -0.21019561689035582]"
21,117.9,0.8333333333333334,1.0,0,0.11902567202447947,No-risk,"[""num__pass_rate_sem2"", ""num__Curricular_units_2nd_sem_approved"", ""cat__Course_9773"", ""bin__Scholarship_holder_1"", ""bin__finance_risk_1""]","[-0.8711820611611606, -0.469103449825348, 0.4229539019535702, -0.35996963060907333, -0.30896765785513813]"
18,128.0,0.875,0.875,0,0.04926182880420118,No-risk,"[""num__Curricular_units_2nd_sem_approved"", ""num__Curricular_units_1st_sem_approved"", ""num__pass_rate_sem2"", ""num__Curricular_units_2nd_sem_enrolled"", ""cat__Course_9500""]","[-0.7121622321182745, -0.6172560578910791, -0.5824808104930319, 0.5312426675174139, -0.4613765001806311]"
20,113.2,0.6666666666666666,0.16666666666666666,0,0.850091727728122,Red,"[""num__pass_rate_sem2"", ""num__Curricular_units_2nd_sem_approved"", ""cat__Course_9853"", ""cat__Fathers_qualification_12"", ""bin__finance_risk_1""]","[1.0534929432930316, 0.746190461639284, 0.7323010328262937, -0.36367252353732343, -0.30896765785513813]"
18,122.0,1.0,0.8333333333333334,0,0.11561733873176142,No-risk,"[""num__pass_rate_sem2"", ""num__Curricular_units_1st_sem_approved"", ""bin__Scholarship_holder_1"", ""cat__Course_9254"", ""bin__finance_risk_1""]","[-0.4862470602703223, -0.39115493778445665, -0.35996963060907333, 0.3364076526958035, -0.30896765785513813]"
19,156.9,1.0,1.0,0,0.06856062299729535,No-risk,"[""num__pass_rate_sem2"", ""num__Curricular_units_2nd_sem_approved"", ""num__Curricular_units_1st_sem_approved"", ""bin__finance_risk_1"", ""num__Curricular_units_1st_sem_grade""]","[-0.8711820611611606, -0.469103449825348, -0.39115493778445665, -0.30896765785513813, 0.2818643722577602]"
18,125.1,0.8571428571428571,0.75,0,0.08003214262271141,No-risk,"[""num__Curricular_units_2nd_sem_enrolled"", ""num__Curricular_units_2nd_sem_approved"", ""cat__Course_9500"", ""num__Curricular_units_1st_sem_approved"", ""bin__Scholarship_holder_1""]","[0.5312426675174139, -0.469103449825348, -0.4613765001806311, -0.39115493778445665, -0.35996963060907333]"
26,100.0,0.8571428571428571,0.3333333333333333,1,0.8335808287463096,Red,"[""bin__finance_risk_1"", ""cat__Application_mode_15"", ""num__pass_rate_sem2"", ""num__Curricular_units_2nd_sem_approved"", ""num__Curricular_units_1st_sem_approved""]","[1.3171779098034833, -1.0096240087469701, 0.668557942402193, 0.5031316793463577, -0.39115493778445665]"
19,160.0,0.3333333333333333,0.4,1,0.7103042648989893,Red,"[""bin__finance_risk_1"", ""cat__Application_mode_15"", ""num__pass_rate_sem2"", ""num__Curricular_units_1st_sem_approved"", ""num__Curricular_units_2nd_sem_approved""]","[1.3171779098034833, -1.0096240087469701, 0.5145839420458576, 0.5132495426420327, 0.5031316793463577]"
35,101.0,1.0,1.0,0,0.08307871080094352,No-risk,"[""num__pass_rate_sem2"", ""cat__Course_8014"", ""num__Curricular_units_2nd_sem_approved"", ""num__Curricular_units_1st_sem_approved"", ""bin__finance_risk_1""]","[-0.8711820611611606, -0.6734548248977921, -0.469103449825348, -0.39115493778445665, -0.30896765785513813]"
19,121.5,1.0,1.0,0,0.11017478581737913,No-risk,"[""num__pass_rate_sem2"", ""num__Curricular_units_2nd_sem_approved"", ""num__Curricular_units_1st_sem_approved"", ""bin__Scholarship_holder_1"", ""cat__Application_mode_18""]","[-0.8711820611611606, -0.469103449825348, -0.39115493778445665, -0.35996963060907333, 0.33326298455946124]"
18,126.8,0.8,1.0,0,0.08966039241797645,No-risk,"[""num__pass_rate_sem2"", ""bin__finance_risk_1"", ""num__Curricular_units_2nd_sem_enrolled"", ""num__Curricular_units_1st_sem_enrolled"", ""bin__Gender_1""]","[-0.8711820611611606, -0.30896765785513813, -0.26962567547366234, -0.22925552338684446, 0.2280876536307362]"
19,132.9,0.8,0.8,0,0.24548481942062236,No-risk,"[""num__pass_rate_sem2"", ""bin__finance_risk_1"", ""cat__Mothers_qualification_19"", ""num__Curricular_units_2nd_sem_enrolled"", ""num__Curricular_units_1st_sem_enrolled""]","[-0.40926006009215465, -0.30896765785513813, -0.2762306234738683, -0.26962567547366234, -0.22925552338684446]"
25,134.3,1.0,1.0,0,0.04138079336853329,No-risk,"[""num__Curricular_units_2nd_sem_approved"", ""num__Curricular_units_2nd_sem_enrolled"", ""num__Curricular_units_1st_sem_approved"", ""num__Curricular_units_1st_sem_enrolled"", ""num__pass_rate_sem2""]","[-3.142750055047539, 2.9338476964906426, -2.878267258957302, 2.3908076010342354, -0.8711820611611606]"
18,120.5,1.0,1.0,0,0.2326884992202516,No-risk,"[""num__pass_rate_sem2"", ""num__Curricular_units_2nd_sem_approved"", ""num__Curricular_units_1st_sem_approved"", ""cat__Course_9254"", ""bin__finance_risk_1""]","[-0.8711820611611606, -0.469103449825348, -0.39115493778445665, 0.3364076526958035, -0.30896765785513813]"
26,144.1,0.0,0.0,1,0.9954959876986332,Red,"[""num__pass_rate_sem2"", ""bin__finance_risk_1"", ""num__Curricular_units_2nd_sem_approved"", ""num__Curricular_units_1st_sem_approved"", ""num__Curricular_units_1st_sem_grade""]","[1.43842794418387, 1.3171779098034833, 0.9892492439322105, 0.9654517828552774, -0.5926392311726058]"
34,100.0,1.0,1.0,0,0.23026655379331246,No-risk,"[""num__pass_rate_sem2"", ""cat__Course_9991"", ""bin__finance_risk_1"", ""num__Curricular_units_2nd_sem_enrolled"", ""num__Age_at_enrollment""]","[-0.8711820611611606, 0.44250946148878934, -0.30896765785513813, -0.26962567547366234, 0.2525754577580721]"
18,114.8,0.0,0.0,1,0.9743649679284269,Red,"[""num__pass_rate_sem2"", ""bin__finance_risk_1"", ""cat__Mothers_qualification_4"", ""num__Curricular_units_2nd_sem_approved"", ""num__Curricular_units_1st_sem_approved""]","[1.43842794418387, 1.3171779098034833, -1.2296102761534229, 0.9892492439322105, 0.9654517828552774]"
18,111.9,0.0,0.0,1,0.8729355315246686,Red,"[""num__Curricular_units_2nd_sem_enrolled"", ""num__pass_rate_sem2"", ""num__Curricular_units_1st_sem_enrolled"", ""bin__finance_risk_1"", ""num__Curricular_units_2nd_sem_approved""]","[-1.604406247125456, 1.43842794418387, -1.3209484918956278, 1.3171779098034833, 0.9892492439322105]"
18,125.4,0.8,0.6,0,0.3137975183576905,No-risk,"[""bin__Scholarship_holder_1"", ""bin__finance_risk_1"", ""num__Curricular_units_2nd_sem_enrolled"", ""num__Curricular_units_2nd_sem_approved"", ""num__Curricular_units_1st_sem_enrolled""]","[-0.35996963060907333, -0.30896765785513813, -0.26962567547366234, 0.2600728970534313, -0.22925552338684446]"
20,140.0,0.5,0.5,0,0.46493771735256195,Yellow,"[""cat__Application_mode_44"", ""cat__Course_9003"", ""bin__finance_risk_1"", ""num__Curricular_units_1st_sem_approved"", ""num__pass_rate_sem2""]","[-0.38522250363967914, -0.3423986791228612, -0.30896765785513813, 0.2871484225354103, 0.28362294151135464]"
25,140.0,0.8571428571428571,1.0,0,0.10562450682539062,No-risk,"[""num__Curricular_units_2nd_sem_approved"", ""num__pass_rate_sem2"", ""num__Curricular_units_2nd_sem_enrolled"", ""num__Curricular_units_1st_sem_approved"", ""cat__Application_mode_44""]","[-1.1982797967041272, -0.8711820611611606, 0.7981987818477726, -0.39115493778445665, -0.38522250363967914]"
18,127.8,1.0,0.8333333333333334,0,0.37841688198784623,No-risk,"[""cat__Course_9130"", ""num__pass_rate_sem2"", ""cat__Mothers_qualification_2"", ""num__Curricular_units_1st_sem_approved"", ""bin__finance_risk_1""]","[0.9051435145878933, -0.4862470602703223, -0.4651174152091631, -0.39115493778445665, -0.30896765785513813]"
19,131.6,0.9166666666666666,1.0,0,0.03719576902400868,No-risk,"[""num__Curricular_units_2nd_sem_approved"", ""num__Curricular_units_2nd_sem_enrolled"", ""num__Curricular_units_1st_sem_approved"", ""num__Curricular_units_1st_sem_enrolled"", ""num__pass_rate_sem2""]","[-1.9274561435829065, 1.5990671248388488, -1.5216605383175685, 1.299114632525452, -0.8711820611611606]"
20,119.4,0.0,0.0,0,0.5299606530457638,Yellow,"[""num__Curricular_units_2nd_sem_enrolled"", ""num__pass_rate_sem2"", ""num__Curricular_units_1st_sem_enrolled"", ""num__Curricular_units_2nd_sem_approved"", ""num__Curricular_units_1st_sem_approved""]","[-1.604406247125456, 1.43842794418387, -1.3209484918956278, 0.9892492439322105, 0.9654517828552774]"
20,129.9,0.8571428571428571,1.0,0,0.0645534190252885,No-risk,"[""num__pass_rate_sem2"", ""cat__Course_9238"", ""num__Curricular_units_2nd_sem_approved"", ""num__Curricular_units_1st_sem_approved"", ""bin__Scholarship_holder_1""]","[-0.8711820611611606, -0.6019999562254851, -0.469103449825348, -0.39115493778445665, -0.35996963060907333]"
20,114.0,0.8,0.8,0,0.18249959516899694,No-risk,"[""num__pass_rate_sem2"", ""bin__finance_risk_1"", ""num__Curricular_units_2nd_sem_enrolled"", ""num__Curricular_units_2nd_sem_without_evaluations"", ""num__Curricular_units_1st_sem_enrolled""]","[-0.40926006009215465, -0.30896765785513813, -0.26962567547366234, -0.23156643831986773, -0.22925552338684446]"
19,113.4,0.0,0.0,0,0.8902903675146545,Red,"[""num__pass_rate_sem2"", ""num__Curricular_units_2nd_sem_approved"", ""num__Curricular_units_1st_sem_approved"", ""num__Curricular_units_1st_sem_grade"", ""num__Curricular_units_2nd_sem_grade""]","[1.43842794418387, 0.9892492439322105, 0.9654517828552774, -0.5926392311726058, 0.3675768098841127]"
20,117.8,1.0,0.8,0,0.15214436214117438,No-risk,"[""num__pass_rate_sem2"", ""bin__finance_risk_1"", ""num__Curricular_units_2nd_sem_enrolled"", ""num__Curricular_units_1st_sem_enrolled"", ""bin__Gender_1""]","[-0.40926006009215465, -0.30896765785513813, -0.26962567547366234, -0.22925552338684446, 0.2280876536307362]"
18,114.3,0.8571428571428571,0.75,0,0.1952269769776245,No-risk,"[""num__Curricular_units_2nd_sem_enrolled"", ""num__Curricular_units_2nd_sem_approved"", ""cat__Course_9500"", ""num__Curricular_units_1st_sem_approved"", ""bin__finance_risk_1""]","[0.5312426675174139, -0.469103449825348, -0.4613765001806311, -0.39115493778445665, -0.30896765785513813]"
19,129.7,0.6666666666666666,0.16666666666666666,0,0.697306195356629,Red,"[""num__pass_rate_sem2"", ""num__Curricular_units_2nd_sem_approved"", ""cat__Mothers_qualification_2"", ""num__Curricular_units_2nd_sem_without_evaluations"", ""bin__finance_risk_1""]","[1.0534929432930316, 0.746190461639284, -0.4651174152091631, -0.3515490488482966, -0.30896765785513813]"
20,112.0,0.0,0.0,1,0.9944302814801981,Red,"[""num__pass_rate_sem2"", ""bin__finance_risk_1"", ""num__Curricular_units_2nd_sem_approved"", ""num__Curricular_units_1st_sem_approved"", ""num__Curricular_units_1st_sem_grade""]","[1.43842794418387, 1.3171779098034833, 0.9892492439322105, 0.9654517828552774, -0.5926392311726058]"
24,140.0,0.6666666666666666,0.6666666666666666,0,0.460382278203368,Yellow,"[""bin__finance_risk_1"", ""num__Curricular_units_2nd_sem_evaluations"", ""bin__Gender_1"", ""cat__Fathers_qualification_37"", ""cat__Application_mode_39""]","[-0.30896765785513813, -0.2979043617385895, 0.2280876536307362, -0.21019561689035582, 0.19217672082458936]"
20,150.0,0.8333333333333334,1.0,0,0.06982079216799447,No-risk,"[""num__pass_rate_sem2"", ""num__Curricular_units_2nd_sem_approved"", ""cat__Application_mode_44"", ""cat__Course_9003"", ""bin__finance_risk_1""]","[-0.8711820611611606, -0.469103449825348, -0.38522250363967914, -0.3423986791228612, -0.30896765785513813]"
19,122.4,0.6,0.8,0,0.34430122242198924,No-risk,"[""num__pass_rate_sem2"", ""bin__finance_risk_1"", ""num__Curricular_units_1st_sem_approved"", ""num__Curricular_units_2nd_sem_enrolled"", ""num__Curricular_units_1st_sem_enrolled""]","[-0.40926006009215465, -0.30896765785513813, 0.2871484225354103, -0.26962567547366234, -0.22925552338684446]"
23,150.0,0.4,0.2,0,0.8716986758751916,Red,"[""num__pass_rate_sem2"", ""num__Curricular_units_2nd_sem_approved"", ""num__Curricular_units_1st_sem_approved"", ""bin__finance_risk_1"", ""num__Curricular_units_2nd_sem_enrolled""]","[0.9765059431148637, 0.746190461639284, 0.5132495426420327, -0.30896765785513813, -0.26962567547366234]"
20,135.0,1.0,0.8333333333333334,0,0.2764088510405548,No-risk,"[""num__pass_rate_sem2"", ""num__Curricular_units_1st_sem_approved"", ""cat__Course_9254"", ""bin__finance_risk_1"", ""cat__Mothers_qualification_19""]","[-0.4862470602703223, -0.39115493778445665, 0.3364076526958035, -0.30896765785513813, -0.2762306234738683]"
21,116.2,1.0,0.7272727272727273,0,0.5088742034638853,Yellow,"[""num__Curricular_units_1st_sem_approved"", ""num__Curricular_units_2nd_sem_enrolled"", ""num__Curricular_units_1st_sem_enrolled"", ""cat__Mothers_qualification_34"", ""num__Curricular_units_2nd_sem_approved""]","[-1.5216605383175685, 1.33211101050849, 1.0807760388236953, 1.0240290410381454, -0.9552210144112008]"
20,120.4,0.6,0.0,0,0.961713377073097,Red,"[""num__pass_rate_sem2"", ""num__Curricular_units_2nd_sem_approved"", ""cat__Mothers_qualification_10"", ""num__Curricular_units_2nd_sem_grade"", ""cat__Fathers_qualification_12""]","[1.43842794418387, 0.9892492439322105, 0.48635018197024266, 0.3675768098841127, -0.36367252353732343]"
21,122.9,0.8,0.8,0,0.2614569562446075,No-risk,"[""num__pass_rate_sem2"", ""bin__finance_risk_1"", ""cat__Fathers_qualification_38"", ""num__Curricular_units_2nd_sem_enrolled"", ""num__Curricular_units_2nd_sem_without_evaluations""]","[-0.40926006009215465, -0.30896765785513813, -0.275972859945078, -0.26962567547366234, -0.23156643831986773]"
18,155.0,1.0,1.0,0,0.11589928833809778,No-risk,"[""num__pass_rate_sem2"", ""num__Curricular_units_2nd_sem_approved"", ""cat__Course_9773"", ""num__Curricular_units_1st_sem_approved"", ""bin__Scholarship_holder_1""]","[-0.8711820611611606, -0.469103449825348, 0.4229539019535702, -0.39115493778445665, -0.35996963060907333]"
18,123.4,1.0,1.0,0,0.1507112790206894,No-risk,"[""num__pass_rate_sem2"", ""num__Curricular_units_2nd_sem_approved"", ""num__Curricular_units_1st_sem_approved"", ""cat__Course_9254"", ""bin__finance_risk_1""]","[-0.8711820611611606, -0.469103449825348, -0.39115493778445665, 0.3364076526958035, -0.30896765785513813]"
18,124.2,1.0,0.8,0,0.18704753908270616,No-risk,"[""num__pass_rate_sem2"", ""bin__finance_risk_1"", ""cat__Fathers_qualification_38"", ""num__Curricular_units_2nd_sem_enrolled"", ""num__Curricular_units_1st_sem_enrolled""]","[-0.40926006009215465, -0.30896765785513813, -0.275972859945078, -0.26962567547366234, -0.22925552338684446]"
20,130.0,0.6666666666666666,0.8333333333333334,0,0.12213642176237104,No-risk,"[""num__pass_rate_sem2"", ""cat__Fathers_qualification_3"", ""cat__Application_mode_44"", ""cat__Course_9003"", ""bin__finance_risk_1""]","[-0.4862470602703223, -0.43626709976270756, -0.38522250363967914, -0.3423986791228612, -0.30896765785513813]"
18,126.2,1.0,1.0,0,0.10287562956219876,No-risk,"[""num__pass_rate_sem2"", ""num__Curricular_units_2nd_sem_approved"", ""cat__Course_9773"", ""num__Curricular_units_1st_sem_approved"", ""bin__Scholarship_holder_1""]","[-0.8711820611611606, -0.469103449825348, 0.4229539019535702, -0.39115493778445665, -0.35996963060907333]"
19,120.5,0.0,0.0,0,0.986918361791262,Red,"[""num__pass_rate_sem2"", ""num__Curricular_units_2nd_sem_approved"", ""num__Curricular_units_1st_sem_approved"", ""num__Curricular_units_1st_sem_grade"", ""cat__Course_9773""]","[1.43842794418387, 0.9892492439322105, 0.9654517828552774, -0.5926392311726058, 0.4229539019535702]"
